id,duration,gross,movie_title,budget,title_year,imdb_score
878,107,20600000,Chain Reaction,50000000,1996,5.6
879,116,18600000,The Fan,55000000,1996,5.8
880,143,51200000,The Phantom of the Opera,70000000,2004,7.4
881,114,16300000,Elizabeth: The Golden Age,55000000,2007,6.9
882,93,25900000,on Flux,62000000,2005,5.5
883,280,12900000,Gods and Generals,56000000,2003,6.3
884,100,11500000,Turbulence,71000000,1997,4.7
885,107,16100000,Imagine That,55000000,2009,5.6
886,119,51200000,Muppets Most Wanted,50000000,2014,6.4
887,95,6768055,Thunderbirds,57000000,2004,4.2
888,119,39400000,Burlesque,55000000,2010,6.4
889,133,6167817,A Very Long Engagement,47000000,2004,7.7
890,152,,Lolita,2000000,1962,7.7
891,96,,Eye See You,55000000,2002,5.3
892,117,81600000,Blade II,54000000,2002,6.7
893,123,70000000,Seven Pounds,55000000,2008,7.7
894,92,9483821,Bullet to the Head,55000000,2012,5.7
895,170,66700000,The Godfather: Part III,54000000,1990,7.6
896,123,26800000,Elizabethtown,57000000,2005,6.4
897,110,75600000,"You, Me and Dupree",54000000,2006,5.6
898,116,108000000,Superman II,54000000,1980,6.8
899,121,5660084,Gigli,54000000,2003,2.4
900,128,7221458,All the King's Men,55000000,2006,6.2
901,99,70300000,Shaft,46000000,2000,5.9
902,94,58300000,Anastasia,50000000,1997,7.1
903,127,57400000,Moulin Rouge!,52500000,2001,7.6
904,89,45200000,Domestic Disturbance,53000000,2001,5.5
905,123,62600000,Black Mass,53000000,2015,7
906,135,33600000,Flags of Our Fathers,90000000,2006,7.1
907,118,73300000,Law Abiding Citizen,50000000,2009,7.4
908,189,25000000,Grindhouse,53000000,2007,7.6
909,172,22800000,Beloved,55000000,1998,5.9
910,124,5755286,Lucky You,55000000,2007,5.9
911,141,164000000,Catch Me If You Can,52000000,2002,8
912,157,95700000,Zero Dark Thirty,40000000,2012,7.4
913,106,119000000,The Break-Up,52000000,2006,5.8
914,108,144000000,Mamma Mia!,52000000,2008,6.3
915,125,110000000,Valentine's Day,52000000,2010,5.7
916,107,80300000,The Dukes of Hazzard,50000000,2005,5.1
917,215,36400000,The Thin Red Line,52000000,1998,7.6
918,118,37000000,The Change-Up,52000000,2011,6.4
919,118,34600000,Man on the Moon,52000000,1999,7.4
920,178,42400000,Casino,52000000,1995,8.2
921,92,23300000,From Paris with Love,52000000,2010,6.5
922,104,23000000,Bulletproof Monk,52000000,2003,5.5
923,116,90600000,"Me, Myself & Irene",51000000,2000,6.5
924,90,72600000,Barnyard,51000000,2006,5.6
925,93,35100000,Deck the Halls,,2006,4.9
926,130,297000000,The Twilight Saga: New Moon,50000000,2009,4.6
927,90,268000000,Shrek,60000000,2001,7.9
928,106,62500000,The Adjustment Bureau,50200000,2011,7.1
929,155,166000000,Robin Hood: Prince of Thieves,48000000,1991,6.9
930,139,154000000,Jerry Maguire,50000000,1996,7.3
931,112,219000000,Ted,50000000,2012,7
932,139,148000000,As Good as It Gets,50000000,1997,7.7
933,115,135000000,Patch Adams,50000000,1998,6.7
934,143,2175312,Anchorman 2: The Legend Continues,50000000,2013,6.3
935,96,126000000,Mr. Deeds,50000000,2002,5.8
936,112,127000000,Super 8,50000000,2011,7.1
937,131,126000000,Erin Brockovich,52000000,2000,7.3
938,116,106000000,How to Lose a Guy in 10 Days,50000000,2003,6.4
939,112,192000000,22 Jump Street,50000000,2014,7.1
940,123,105000000,Interview with the Vampire: The Vampire Chronicles,60000000,1994,7.6
941,104,97700000,Yes Man,70000000,2008,6.8
942,107,126000000,Central Intelligence,50000000,2016,6.6
943,124,91000000,Stepmom,50000000,1998,6.7
944,96,150000000,Daddy's Home,50000000,2015,6.1
945,125,128000000,Into the Woods,50000000,2014,6
946,129,88500000,Inside Man,45000000,2006,7.6
947,90,81500000,Payback,50000000,1999,7.1
948,109,81000000,Congo,50000000,1995,5
949,124,75600000,We Bought a Zoo,,2011,7.1
950,121,79900000,Knowing,50000000,2009,6.2
951,95,88700000,Failure to Launch,50000000,2006,5.6
952,128,75900000,The Ring Two,,2005,5.4
953,118,84200000,"Crazy, Stupid, Love.",50000000,2011,7.4
954,80,75400000,Garfield,35000000,2004,5
955,99,73700000,Christmas with the Kranks,60000000,2004,5.2
956,133,75600000,Moneyball,50000000,2011,7.6
957,127,67800000,Outbreak,50000000,1995,6.6
958,106,91400000,Non-Stop,50000000,2014,7
959,98,67100000,Race to Witch Mountain,65000000,2009,5.7
960,132,70500000,V for Vendetta,54000000,2005,8.2
961,114,60500000,Shanghai Knights,50000000,2003,6.2
962,45,,"Unforgotten            ",,,7.9
963,78,58300000,Curious George,50000000,2006,6.6
964,101,66000000,Herbie Fully Loaded,50000000,2005,4.7
965,113,55000000,Don't Say a Word,50000000,2001,6.3
966,98,55700000,Hansel & Gretel: Witch Hunters,50000000,2013,6.1
967,124,52800000,Unfaithful,50000000,2002,6.7
968,109,55100000,I Am Number Four,60000000,2011,6.1
969,128,50800000,Syriana,50000000,2005,7
970,144,52800000,13 Hours,50000000,2016,7.4
971,95,50200000,The Book of Life,50000000,2014,7.3
972,105,48700000,Firewall,50000000,2006,5.8
973,121,50000000,Absolute Power,50000000,1997,6.7
974,125,48200000,G.I. Jane,50000000,1997,5.8
975,129,48300000,The Game,50000000,1997,7.8
976,132,47000000,Silent Hill,50000000,2006,6.6
977,118,44700000,The Replacements,50000000,2000,6.5
978,113,56700000,American Reunion,50000000,2012,6.7
979,140,44500000,The Negotiator,50000000,1998,7.3
980,89,47600000,Into the Storm,50000000,2014,5.8
981,104,42600000,Beverly Hills Cop III,55000000,1994,5.5
982,106,41500000,Gremlins 2: The New Batch,50000000,1990,6.3
983,141,47100000,The Judge,50000000,2014,7.4
984,124,41300000,The Peacemaker,50000000,1997,5.9
985,98,50700000,Resident Evil: Apocalypse,45000000,2004,6.2
986,108,40200000,Bridget Jones: The Edge of Reason,40000000,2004,5.9
987,114,40900000,Out of Time,50000000,2003,6.5
988,101,38600000,On Deadly Ground,50000000,1994,4.4
989,93,39200000,The Adventures of Sharkboy and Lavagirl 3-D,50000000,2005,3.5
990,119,39800000,The Beach,50000000,2000,6.6
991,119,37500000,Raising Helen,50000000,2004,6
992,99,38100000,Ninja Assassin,40000000,2009,6.4
993,137,35200000,For Love of the Game,50000000,1999,6.5
994,105,,"A Touch of Frost            ",,,7.8
995,117,32800000,Striptease,40000000,1996,4.3
996,87,33600000,Marmaduke,50000000,2010,4.2
997,129,32700000,Hereafter,50000000,2010,6.5
998,115,31900000,Murder by Numbers,50000000,2002,6.1
999,132,30300000,Assassins,50000000,1995,6.3
1000,131,27700000,Hannibal Rising,50000000,2007,6.2
1001,95,27100000,The Story of Us,50000000,1999,5.9
1002,125,26600000,The Host,40000000,2013,5.9
1003,98,26500000,Basic,50000000,2003,6.5
1004,110,26200000,Blood Work,50000000,2002,6.4
1005,118,25500000,The International,50000000,2009,6.5
1006,101,25400000,Escape from L.A.,50000000,1996,5.7
1007,60,,"Twisted            ",,,7.5
1008,90,23200000,The Iron Giant,70000000,1999,8
1009,119,24000000,The Life Aquatic with Steve Zissou,50000000,2004,7.3
1010,139,20400000,Free State of Jones,50000000,2016,6.7
1011,130,19600000,The Life of David Gale,50000000,2003,7.5
1012,100,19100000,Man of the House,40000000,2005,5.4
1013,114,26400000,Run All Night,50000000,2015,6.6
1014,96,17100000,Eastern Promises,25000000,2007,7.7
1015,110,18500000,Into the Blue,50000000,2005,5.8
1016,158,14100000,The Messenger: The Story of Joan of Arc,390000000,1999,6.4
1017,102,21600000,Your Highness,49900000,2011,5.6
1018,84,21300000,Dream House,55000000,2011,6
1019,115,10600000,Mad City,50000000,1997,6.2
1020,99,16700000,Baby's Day Out,50000000,1994,5.9
1021,135,10400000,The Scarlet Letter,50000000,1995,5.1
1022,108,9528092,Fair Game,22000000,2010,6.8
1023,43,,"Defiance            ",,,7
1024,127,10100000,Domino,50000000,2005,6
1025,107,9795017,Jade,50000000,1995,5.1
1026,95,20500000,Gamer,50000000,2009,5.8
1027,124,19400000,Beautiful Creatures,60000000,2013,6.2
1028,109,8355815,Death to Smoochy,55000000,2002,6.4
1029,102,28800000,Zoolander 2,50000000,2016,4.8
1030,88,6471394,The Big Bounce,50000000,2004,4.9
1031,87,6291602,What Planet Are You From?,50000000,2000,5.6
1032,104,10700000,Drive Angry,50000000,2011,5.5
1033,96,8742261,Street Fighter: The Legend of Chun-Li,18000000,2009,3.7
1034,85,43900000,The One,49000000,2001,5.9
1035,64,,"Outlander            ",,,8.5
1036,104,21400000,The Adventures of Ford Fairlane,40000000,1990,6.3
1037,135,7994115,Pirate Radio,,2009,7.4
1038,190,124000000,Traffic,48000000,2000,7.6
1039,127,197000000,Indiana Jones and the Last Crusade,48000000,1989,8.3
1040,129,12800000,Anna Karenina,,2012,6.6
1041,120,31600000,Chappie,49000000,2015,6.9
1042,118,66500000,The Bone Collector,48000000,1999,6.7
1043,112,95300000,Panic Room,48000000,2002,6.8
1044,89,,The Tooth Fairy,1500000,2006,4.6
1045,114,60700000,Three Kings,48000000,1999,7.1
1046,137,1206135,Child 44,50000000,2015,6.4
1047,112,56600000,Rat Race,48000000,2001,6.4
1048,120,50200000,K-PAX,48000000,2001,7.4
1049,123,47100000,Kate & Leopold,48000000,2001,6.4
1050,93,37900000,Bedazzled,48000000,2000,6
1051,123,25900000,The Cotton Club,58000000,1984,6.5
1052,122,53600000,3:10 to Yuma,55000000,2007,7.8
1053,115,89300000,Taken 3,48000000,2014,6
1054,123,37300000,Out of Sight,48000000,1998,7
1055,96,60200000,The Cable Guy,47000000,1996,6
1056,110,528972,Earth,,1998,7.8
1057,105,104000000,Dick Tracy,100000000,1990,6.1
1058,113,69300000,The Thomas Crown Affair,48000000,1999,6.8
1059,132,29800000,Riding in Cars with Boys,48000000,2001,6.4
1060,93,,First Blood,14000000,1982,7.7
1061,115,,Solaris,1000000,1972,8.1
1062,75,15500000,Happily N'Ever After,47000000,2006,4.5
1063,108,5600000,Mary Reilly,47000000,1996,5.8
1064,105,127000000,My Best Friend's Wedding,46000000,1997,6.3
1065,102,93600000,America's Sweethearts,48000000,2001,5.7
1066,118,67300000,Insomnia,46000000,2002,7.2
1067,111,92000000,Star Trek: First Contact,45000000,1996,7.6
1068,81,10500000,Jonah Hex,47000000,2010,4.7
1069,116,58900000,Courage Under Fire,46000000,1996,6.6
1070,86,181000000,Liar Liar,45000000,1997,6.8
1071,127,14900000,The Infiltrator,25000000,2016,7.3
1072,140,,Inchon,48000000,1981,2.7
1073,91,131000000,The Flintstones,45000000,1994,4.8
1074,98,140000000,Taken 2,45000000,2012,6.3
1075,84,110000000,Scary Movie 3,48000000,2003,5.5
1076,109,107000000,Miss Congeniality,45000000,2000,6.2
1077,93,102000000,Journey to the Center of the Earth,45000000,2008,5.8
1078,113,95100000,The Princess Diaries 2: Royal Engagement,40000000,2004,5.7
1079,141,101000000,The Pelican Brief,45000000,1993,6.5
1080,119,92100000,The Client,45000000,1994,6.7
1081,97,93500000,The Bucket List,45000000,2007,7.4
1082,117,83300000,Patriot Games,45000000,1992,6.9
1083,101,82900000,Monster-in-Law,60000000,2005,5.5
1084,153,61000000,Prisoners,46000000,2013,8.1
1085,122,76300000,Training Day,45000000,2001,7.7
1086,102,71400000,Galaxy Quest,45000000,1999,7.3
1087,83,71300000,Scary Movie 2,45000000,2001,5.2
1088,103,88600000,The Muppets,45000000,2011,7.1
1089,110,70000000,Blade,45000000,1998,7.1
1090,136,67300000,Coach Carter,30000000,2005,7.2
1091,91,66800000,Changing Lanes,45000000,2002,6.5
1092,89,65600000,Anaconda,45000000,1997,4.6
1093,107,60800000,Coyote Ugly,45000000,2000,5.6
1094,129,59400000,Love Actually,45000000,2003,7.7
1095,95,163000000,A Bug's Life,120000000,1998,7.2
1096,122,31600000,From Hell,35000000,2001,6.8
1097,110,57400000,The Specialist,45000000,1994,5.4
1098,135,53900000,Tin Cup,45000000,1996,6.3
1099,111,,"Yours, Mine and Ours",2500000,1968,7.2
1100,95,52600000,Kicking & Screaming,45000000,2005,5.6
1101,109,51000000,The Hitchhiker's Guide to the Galaxy,50000000,2005,6.8
1102,93,48100000,Fat Albert,26000000,2004,4.3
1103,94,50600000,Resident Evil: Extinction,45000000,2007,6.3
1104,117,46300000,Blended,40000000,2014,6.5
1105,112,38400000,Last Holiday,45000000,2006,6.4
1106,111,46800000,The River Wild,45000000,1994,6.3
1107,96,35600000,The Indian in the Cupboard,45000000,1995,5.9
1108,141,47300000,Savages,45000000,2012,6.5
1109,94,32000000,Cellular,25000000,2004,6.5
1110,87,28000000,Johnny English,35000000,2003,6.1
1111,88,28100000,The Ant Bully,50000000,2006,5.9
1112,177,27400000,Dune,40000000,1984,6.6
1113,133,24300000,Across the Universe,45000000,2007,7.4
1114,119,22900000,Revolutionary Road,35000000,2008,7.3
1115,102,36900000,16 Blocks,52000000,2006,6.6
1116,101,22500000,Babylon A.D.,70000000,2008,5.6
1117,91,20400000,The Glimmer Man,45000000,1996,5.3
1118,117,20100000,Multiplicity,45000000,1996,6
1119,86,25200000,Aliens in the Attic,45000000,2009,5.4
1120,124,19700000,The Pledge,45000000,2001,6.8
1121,134,19400000,The Producers,45000000,2005,6.4
1122,95,13400000,Dredd,35000000,2012,7.1
1123,100,17300000,The Phantom,45000000,1996,4.9
1124,220,15500000,All the Pretty Horses,57000000,2000,5.8
1125,212,13600000,Nixon,50000000,1995,7.1
1126,128,15500000,The Ghost Writer,45000000,2010,7.2
1127,106,11100000,Deep Rising,45000000,1998,6
1128,160,7916887,Miracle at St. Anna,45000000,2008,6
1129,114,6565495,Curse of the Golden Flower,45000000,2006,7
1130,99,15300000,Bangkok Dangerous,40000000,2008,5.4
1131,74,7262288,Big Trouble,40000000,2002,6.5
1132,139,4584886,Love in the Time of Cholera,45000000,2007,6.4
1133,52,,"The Returned            ",,,8.3
1134,103,2154540,Shadow Conspiracy,45000000,1997,4.9
1135,101,8129455,Johnny English Reborn,45000000,2011,6.3
1136,91,,Foodfight!,65000000,2012,1.7
1137,130,136000000,Argo,44500000,2012,7.7
1138,130,184000000,The Fugitive,44000000,1993,7.8
1139,110,67100000,The Bounty Hunter,40000000,2010,5.5
1140,147,53300000,Sleepers,44000000,1996,7.5
1141,96,150000000,Rambo: First Blood Part II,44000000,1985,6.4
1142,118,44800000,The Juror,44000000,1996,5.6
1143,88,84300000,Pinocchio,2600000,1940,7.5
1144,325,1500000,Heaven's Gate,44000000,1980,6.8
1145,102,62300000,Underworld: Evolution,50000000,2006,6.8
1146,110,5773519,Victor Frankenstein,40000000,2015,6
1147,136,51800000,Finding Forrester,43000000,2000,7.3
1148,103,37000000,28 Days,43000000,2000,6
1149,103,24500000,Unleashed,45000000,2005,7
1150,90,24400000,The Sweetest Thing,43000000,2002,5.1
1151,154,158000000,The Firm,42000000,1993,6.8
1152,99,31100000,Charlie St. Cloud,44000000,2010,6.5
1153,93,29100000,The Mechanic,40000000,2011,6.6
1154,109,138000000,21 Jump Street,42000000,2012,7.2
1155,124,116000000,Notting Hill,42000000,1999,7
1156,84,107000000,Chicken Run,45000000,2000,7
1157,90,87900000,Along Came Polly,42000000,2004,5.9
1158,117,70100000,Boomerang,40000000,1992,5.4
1159,123,160000000,The Heat,43000000,2013,6.6
1160,251,57800000,Cleopatra,31100000,1963,7
1161,105,45300000,Here Comes the Boom,42000000,2012,6.5
1162,115,41500000,High Crimes,42000000,2002,6.3
1163,122,41300000,The Mirror Has Two Faces,42000000,1996,6.5
1164,119,35200000,The Mothman Prophecies,32000000,2002,6.5
1165,81,60000000,Br_no,42000000,2009,5.8
1166,133,34700000,Licence to Kill,32000000,1989,6.6
1167,100,37700000,Red Riding Hood,42000000,2011,5.4
1168,120,24400000,15 Minutes,42000000,2001,6.1
1169,104,20900000,Super Mario Bros.,42000000,1993,4
1170,122,24100000,Lord of War,50000000,2005,7.6
1171,80,84961,Hero,31000000,2002,7.9
1172,91,26400000,One for the Money,40000000,2012,5.3
1173,112,6105175,The Interview,44000000,2014,6.6
1174,100,5664251,The Warrior's Way,45000000,2010,6.3
1175,30,,"McHale's Navy            ",,,7.5
1176,105,1260917,Micmacs,27000000,2009,7.2
1177,110,117000000,8 Mile,41000000,2002,7
1178,101,,Animal Kingdom: Let's go Ape,,2015,4.9
1179,144,56100000,A Knight's Tale,65000000,2001,6.9
1180,108,22100000,The Medallion,41000000,2003,5.2
1181,107,294000000,The Sixth Sense,40000000,1999,8.1
1182,102,18600000,Man on a Ledge,42000000,2012,6.6
1183,100,7204138,The Big Year,41000000,2011,6.2
1184,126,90800000,The Karate Kid,8000000,1984,7.2
1185,138,150000000,American Hustle,40000000,2013,7.3
1186,108,164000000,The Proposal,40000000,2009,6.7
1187,105,117000000,Double Jeopardy,70000000,1999,6.4
1188,108,119000000,Back to the Future Part II,40000000,1989,7.8
1189,89,127000000,Lucy,40000000,2014,6.4
1190,129,166000000,Fifty Shades of Grey,40000000,2015,4.1
1191,84,112000000,Spy Kids 3-D: Game Over,38000000,2003,4.1
1192,149,109000000,A Time to Kill,40000000,1996,7.4
1193,94,139000000,Cheaper by the Dozen,40000000,2003,5.8
1194,121,125000000,Lone Survivor,40000000,2013,7.6
1195,128,107000000,A League of Their Own,40000000,1992,7.2
1196,134,102000000,The Conjuring 2,40000000,2016,7.8
1197,120,96900000,The Social Network,40000000,2010,7.7
1198,129,94000000,He's Just Not That Into You,40000000,2009,6.4
1199,89,90700000,Scary Movie 4,45000000,2006,5.1
1200,116,89100000,Scream 3,40000000,2000,5.5
1201,118,87700000,Back to the Future Part III,40000000,1990,7.4
1202,107,90400000,Get Hard,40000000,2015,6
1203,155,82500000,Bram Stoker's Dracula,40000000,1992,7.5
1204,123,94100000,Julie & Julia,40000000,2009,7
1205,128,95000000,42,40000000,2013,7.5
1206,139,81300000,The Talented Mr. Ripley,40000000,1999,7.3
1207,109,86200000,Dumb and Dumber To,35000000,2014,5.7
1208,120,81600000,Eight Below,40000000,2006,7.3
1209,121,75300000,The Intern,35000000,2015,7.2
1210,102,90800000,Ride Along 2,40000000,2016,5.9
1211,117,72500000,The Last of the Mohicans,40000000,1992,7.8
1212,178,75300000,Ray,40000000,2004,7.7
1213,147,74100000,Sin City,40000000,2005,8.1
1214,90,72300000,Vantage Point,40000000,2008,6.6
1215,105,71300000,"I Love You, Man",40000000,2009,7.1
1216,114,70800000,Shallow Hal,40000000,2001,5.9
1217,206,70400000,JFK,40000000,1991,8
1218,99,70200000,Big Momma's House 2,40000000,2006,4.6
1219,123,66800000,The Mexican,34000000,2001,6.1
1220,137,116000000,Unbroken,65000000,2014,7.2
1221,102,64100000,17 Again,20000000,2009,6.4
1222,109,83900000,The Other Woman,40000000,2014,6
1223,82,66500000,The Final Destination,40000000,2009,5.2
1224,142,72300000,Bridge of Spies,40000000,2015,7.6
1225,106,59100000,Behind Enemy Lines,40000000,2001,6.4
1226,114,60900000,Get Him to the Greek,,2010,6.4
1227,106,57900000,Shall We Dance,50000000,2004,6.1
1228,108,54000000,Small Soldiers,40000000,1998,6.1
1229,98,55000000,Spawn,40000000,1997,5.2
1230,131,54200000,The Count of Monte Cristo,35000000,2002,7.7
1231,118,58000000,The Lincoln Lawyer,40000000,2011,7.3
1232,113,61100000,Unknown,30000000,2011,6.9
1233,130,53100000,The Prestige,40000000,2006,8.5
1234,116,54400000,Horrible Bosses 2,42000000,2014,6.3
1235,89,57000000,Escape from Planet Earth,40000000,2013,5.9
1236,139,50900000,Apocalypto,40000000,2006,7.8
1237,130,51200000,The Living Daylights,30000000,1987,6.7
1238,107,52000000,Predators,40000000,2010,6.4
1239,116,49900000,Legal Eagles,40000000,1986,5.9
1240,96,47800000,Secret Window,40000000,2004,6.6
1241,99,52300000,The Lake House,40000000,2006,6.8
1242,104,47800000,The Skeleton Key,43000000,2005,6.5
1243,105,51900000,The Odd Life of Timothy Green,25000000,2012,6.6
1244,101,46000000,Made of Honor,40000000,2008,5.8
1245,134,47000000,Jersey Boys,40000000,2014,6.9
1246,135,45900000,The Rainmaker,40000000,1997,7.1
1247,98,59600000,Gothika,40000000,2003,5.8
1248,155,44200000,Amistad,36000000,1997,7.2
1249,106,45500000,Medicine Man,40000000,1992,6
1250,102,41800000,Aliens vs. Predator: Requiem,40000000,2007,4.7
1251,95,38100000,Rihie Rih,40000000,1994,5.2
1252,103,37800000,Autumn in New York,40000000,2000,5.5
1253,95,50600000,Music and Lyrics,,2007,6.5
1254,109,37400000,Paul,40000000,2011,7
1255,95,37100000,The Guilt Trip,40000000,2012,5.8
1256,111,38200000,Scream 4,40000000,2011,6.2
1257,123,36300000,8MM,40000000,1999,6.5
1258,140,35200000,The Doors,38000000,1991,7.2
1259,94,38500000,Sex Tape,40000000,2014,5.1
1260,94,36000000,Hanging Up,60000000,2000,4.7
1261,92,42600000,Final Destination 5,40000000,2011,5.9
1262,102,33900000,Mickey Blue Eyes,40000000,1999,5.8
1263,123,33500000,Pay It Forward,40000000,2000,7.2
1264,104,42100000,Fever Pitch,30000000,2005,6.2
1265,30,,"Arthur            ",,,7.4
1266,102,32900000,Drillbit Taylor,40000000,2008,5.7
1267,136,42600000,A Million Ways to Die in the West,40000000,2014,6.1
1268,93,32100000,The Shadow,25000000,1994,6
1269,129,31800000,Extremely Loud & Incredibly Close,40000000,2011,6.9
1270,107,31000000,Morning Glory,40000000,2010,6.5
1271,117,31000000,Get Rich or Die Tryin',40000000,2005,5
1272,116,30200000,The Art of War,40000000,2000,5.7
1273,135,29100000,Rent,40000000,2005,7
1274,107,29400000,Bless the Child,40000000,2000,5.1
1275,90,28500000,The Out-of-Towners,40000000,1999,5.3
1276,99,27700000,The Island of Dr. Moreau,40000000,1996,4.4
1277,104,27100000,The Musketeer,40000000,2001,4.7
1278,115,26800000,The Other Boleyn Girl,35000000,2008,6.7
1279,119,25200000,Sweet November,40000000,2001,6.7
1280,99,25100000,The Reaping,40000000,2007,5.7
1281,112,32645,Mean Streets,500000,1973,7.4
1282,128,24300000,Renaissance Man,40000000,1994,6.1
1283,112,36700000,Colombiana,40000000,2011,6.4
1284,86,22700000,The Magic Sword: Quest for Camelot,40000000,1998,6.2
1285,108,22400000,City by the Sea,60000000,2002,6.2
1286,128,22300000,At First Sight,60000000,1999,5.9
1287,84,21200000,Torque,40000000,2004,4
1288,111,20300000,City Hall,40000000,1996,6.2
1289,131,20300000,Showgirls,45000000,1995,4.6
1290,123,16000000,Marie Antoinette,40000000,2006,6.4
1291,101,14900000,Kiss of Death,40000000,1995,5.9
1292,102,15000000,Get Carter,40000000,2000,5.1
1293,114,19000000,The Impossible,45000000,2012,7.6
1294,107,14400000,Ishtar,51000000,1987,4.2
1295,87,21000000,Fantastic Mr. Fox,40000000,2009,7.8
1296,103,14400000,Life or Something Like It,40000000,2002,5.8
1297,99,14400000,Memoirs of an Invisible Man,40000000,1992,5.9
1298,122,33200000,Amelie,77000000,2001,8.4
1299,91,14000000,New York Minute,30000000,2004,4.8
1300,103,13400000,Alfie,60000000,2004,6.2
1301,107,20100000,Big Miracle,40000000,2012,6.5
1302,106,13400000,The Deep End of the Ocean,40000000,1999,6.3
1303,101,13200000,Feardotcom,42000000,2002,3.3
1304,109,13800000,Cirque du Freak: The Vampire's Assistant,40000000,2009,5.9
1305,110,5773519,Victor Frankenstein,40000000,2015,6
1306,89,9652000,Duplex,40000000,2003,5.8
1307,100,12100000,Soul Men,,2008,6.5
1308,119,7000000,Raise the Titanic,36000000,1980,4.7
1309,83,10400000,Universal Soldier: The Return,24000000,1999,4.1
1310,108,10300000,Pandorum,33000000,2009,6.8
1311,102,6114237,Impostor,40000000,2001,6.2
1312,93,4835968,Extreme Ops,40000000,2002,4.5
1313,84,4777007,Just Visiting,40000000,2001,5.8
1314,107,3675072,Sunshine,26000000,2007,7.3
1315,91,18400000,A Thousand Words,40000000,2012,5.9
1316,94,511920,Delgo,40000000,2008,4.4
1317,115,10600000,The Gunman,40000000,2015,5.8
1318,93,652526,Alex Rider: Operation Stormbreaker,40000000,2006,5.1
1319,105,80100000,Disturbia,20000000,2007,6.9
1320,107,7564000,Hackers,20000000,1995,6.2
1321,101,876671,The Hunting Party,25000000,2007,6.9
1322,111,2869369,The Hudsucker Proxy,30000000,1994,7.3
1323,113,128978,The Warlords,40000000,2007,7.1
1324,112,77231,Nomad: The Warrior,25000000,2005,6
1325,126,4563029,Snowpiercer,39200000,2013,7
1326,90,,A Monster in Paris,25000000,2011,6.8
1327,93,463730,The Last Shot,,2004,5.7
1328,98,50700000,The Crow,23000000,1994,7.6
1329,159,6498000,Baahubali: The Beginning,18000000,2015,8.4
1330,107,63400000,The Time Traveler's Wife,39000000,2009,7.1
1331,102,42600000,Because I Said So,,2007,5.6
1332,106,145000000,The Fast and the Furious,38000000,2001,6.7
1333,87,35300000,Frankenweenie,39000000,2012,7
1334,119,25300000,Serenity,40000000,2005,8
1335,110,5881504,Against the Ropes,39000000,2004,5.3
1336,125,60000000,Superman III,39000000,1983,4.9
1337,113,29800000,Grudge Match,40000000,2013,6.4
1338,150,626809,Red Cliff,554000000,2008,7.4
1339,108,127000000,Sweet Home Alabama,38000000,2002,6.1
1340,96,88900000,The Ugly Truth,38000000,2009,6.5
1341,93,30400000,Sgt. Bilko,39000000,1996,5.7
1342,100,85600000,Spy Kids 2: Island of Lost Dreams,38000000,2002,5.1
1343,118,75700000,Star Trek: Generations,35000000,1994,6.6
1344,122,6594136,The Grandmaster,38600000,2013,6.5
1345,120,58700000,Water for Elephants,38000000,2011,6.9
1346,60,,"3rd Rock from the Sun            ",,,7.8
1347,88,,Dragon Nest: Warriors' Dawn,40000000,2014,6.4
1348,146,50700000,The Hurricane,38000000,1999,7.6
1349,115,39200000,Enough,38000000,2002,5.6
1350,123,40300000,Heartbreakers,35000000,2001,6.2
1351,94,71000000,Paul Blart: Mall Cop 2,30000000,2015,4.4
1352,102,24000000,Angel Eyes,38000000,2001,5.6
1353,98,22800000,Joe Somebody,38000000,2001,5.5
1354,133,18700000,The Ninth Gate,38000000,1999,6.7
1355,118,17300000,Extreme Measures,38000000,1996,6.1
1356,105,17000000,Rock Star,57000000,2001,6.2
1357,109,47500000,Precious,10000000,2009,7.3
1358,129,10300000,White Squall,38000000,1996,6.6
1359,109,13800000,The Thing,15000000,1982,8.2
1360,127,42000000,Riddick,38000000,2013,6.4
1361,118,6482195,Switchback,37000000,1997,6.4
1362,110,623374,Texas Rangers,38000000,2001,5.2
1363,90,7871693,City of Ember,55000000,2008,6.5
1364,144,16400000,The Master,32000000,2012,7.1
1365,97,,Virgin Territory,38000000,2007,4.8
1366,130,9589875,The Express,40000000,2008,7.3
1367,112,34900000,The 5th Wave,38000000,2016,5.2
1368,133,110000000,Creed,35000000,2015,7.7
1369,150,92200000,The Town,37000000,2010,7.6
1370,110,41100000,What to Expect When You're Expecting,40000000,2012,5.7
1371,96,60300000,Burn After Reading,37000000,2008,7
1372,96,48000000,Nim's Island,37000000,2008,6
1373,123,26900000,Rush,38000000,2013,8.1
1374,188,22500000,Magnolia,37000000,1999,8
1375,107,44900000,Cop Out,37000000,2010,5.6
1376,110,46800000,How to Be Single,38000000,2016,6.1
1377,113,72300000,Dolphin Tale,37000000,2011,6.9
1378,122,191000000,Twilight,37000000,2008,5.2
1379,116,71000000,John Q,36000000,2002,7
1380,93,68200000,Blue Streak,65000000,1999,6.3
1381,118,150000000,We're the Millers,37000000,2013,7
1382,115,,Obitaemyy ostrov,29500000,2009,5.3
1383,93,50100000,Breakdown,36000000,1997,6.9
1384,121,55500000,Never Say Never Again,36000000,1983,6.2
1385,101,50200000,Hot Tub Time Machine,36000000,2010,6.4
1386,107,42000000,Dolphin Tale 2,36000000,2014,6.4
1387,124,23400000,Reindeer Games,34000000,2000,5.7
